1.757812,1.242188,1.531250,
1.687500,1.093750,1.500000,
1.671875,1.242188,1.437500,
1.687500,1.093750,2.500000,
1.757812,1.242188,2.468750,
1.671875,1.242188,2.562500,
1.671875,1.242188,1.437500,
1.578125,1.054688,1.453125,
1.562500,1.242188,1.375000,
1.578125,1.054688,2.546875,
1.671875,1.242188,2.562500,
1.562500,1.242188,2.625000,
1.687500,1.093750,1.500000,
1.617188,0.976562,1.648438,
1.578125,1.054688,1.453125,
1.617188,0.976562,2.351562,
1.687500,1.093750,2.500000,
1.578125,1.054688,2.546875,
1.765625,1.164062,1.562500,
1.718750,1.031250,1.648438,
1.687500,1.093750,1.500000,
1.718750,1.031250,2.351562,
1.765625,1.164062,2.437500,
1.687500,1.093750,2.500000,
1.781250,1.132812,1.648438,
1.742188,1.093750,1.796875,
1.718750,1.031250,1.648438,
1.742188,1.093750,2.203125,
1.781250,1.132812,2.351562,
1.718750,1.031250,2.351562,
1.718750,1.031250,1.648438,
1.648438,1.054688,1.843750,
1.617188,0.976562,1.648438,
1.648438,1.054688,2.156250,
1.718750,1.031250,2.351562,
1.617188,0.976562,2.351562,
1.742188,1.242188,1.859375,
1.648438,1.054688,1.843750,
1.742188,1.093750,1.796875,
1.742188,1.242188,2.140625,
1.648438,1.054688,2.156250,
1.656250,1.242188,2.078125,
1.796875,1.164062,1.726562,
1.742188,1.242188,1.859375,
1.742188,1.093750,1.796875,
1.742188,1.242188,2.140625,
1.796875,1.164062,2.273438,
1.742188,1.093750,2.203125,
1.796875,1.242188,1.757812,
1.742188,1.390625,1.796875,
1.742188,1.242188,1.859375,
1.742188,1.390625,2.203125,
1.796875,1.242188,2.242188,
1.742188,1.242188,2.140625,
1.742188,1.390625,1.796875,
1.656250,1.242188,1.921875,
1.742188,1.242188,1.859375,
1.742188,1.390625,2.203125,
1.656250,1.242188,2.078125,
1.648438,1.437500,2.156250,
1.718750,1.453125,1.648438,
1.648438,1.437500,1.843750,
1.742188,1.390625,1.796875,
1.718750,1.453125,2.351562,
1.648438,1.437500,2.156250,
1.617188,1.515625,2.351562,
1.781250,1.359375,1.648438,
1.742188,1.390625,1.796875,
1.796875,1.328125,1.726562,
1.781250,1.359375,2.351562,
1.742188,1.390625,2.203125,
1.718750,1.453125,2.351562,
1.765625,1.328125,1.562500,
1.718750,1.453125,1.648438,
1.781250,1.359375,1.648438,
1.765625,1.328125,2.437500,
1.718750,1.453125,2.351562,
1.687500,1.390625,2.500000,
1.687500,1.390625,1.500000,
1.617188,1.515625,1.648438,
1.718750,1.453125,1.648438,
1.687500,1.390625,2.500000,
1.617188,1.515625,2.351562,
1.578125,1.437500,2.546875,
1.671875,1.242188,1.437500,
1.578125,1.437500,1.453125,
1.687500,1.390625,1.500000,
1.671875,1.242188,2.562500,
1.578125,1.437500,2.546875,
1.562500,1.242188,2.625000,
1.757812,1.242188,1.531250,
1.687500,1.390625,1.500000,
1.765625,1.328125,1.562500,
1.757812,1.242188,2.468750,
1.687500,1.390625,2.500000,
1.671875,1.242188,2.562500,
1.765625,1.328125,1.562500,
1.773438,1.242188,1.523438,
1.757812,1.242188,1.531250,
1.765625,1.328125,2.437500,
1.773438,1.242188,2.476562,
1.781250,1.335938,2.445312,
1.781250,1.359375,1.648438,
1.781250,1.335938,1.554688,
1.765625,1.328125,1.562500,
1.781250,1.359375,2.351562,
1.781250,1.335938,2.445312,
1.804688,1.375000,2.351562,
1.796875,1.328125,1.726562,
1.804688,1.375000,1.648438,
1.781250,1.359375,1.648438,
1.796875,1.328125,2.273438,
1.804688,1.375000,2.351562,
1.820312,1.335938,2.265625,
1.796875,1.242188,1.757812,
1.820312,1.335938,1.734375,
1.796875,1.328125,1.726562,
1.796875,1.242188,2.242188,
1.820312,1.335938,2.265625,
1.820312,1.242188,2.226562,
1.796875,1.242188,1.757812,
1.820312,1.156250,1.734375,
1.820312,1.242188,1.773438,
1.820312,1.156250,2.265625,
1.796875,1.242188,2.242188,
1.820312,1.242188,2.226562,
1.796875,1.164062,1.726562,
1.804688,1.117188,1.648438,
1.820312,1.156250,1.734375,
1.804688,1.117188,2.351562,
1.796875,1.164062,2.273438,
1.820312,1.156250,2.265625,
1.781250,1.132812,1.648438,
1.781250,1.156250,1.554688,
1.804688,1.117188,1.648438,
1.781250,1.156250,2.445312,
1.781250,1.132812,2.351562,
1.804688,1.117188,2.351562,
