0.2456,-0.0118,-0.9693,
0.6085,-0.5104,-0.6076,
0.5998,-0.0028,-0.8001,
0.6085,-0.5104,0.6076,
0.2456,-0.0118,0.9693,
0.5998,-0.0028,0.8001,
0.5998,-0.0028,-0.8001,
0.4888,-0.5463,-0.6802,
0.4961,-0.0047,-0.8682,
0.4888,-0.5463,0.6802,
0.5998,-0.0028,0.8001,
0.4961,-0.0047,0.8682,
0.6085,-0.5104,-0.6076,
0.4763,-0.8712,-0.1193,
0.4888,-0.5463,-0.6802,
0.4763,-0.8712,0.1193,
0.6085,-0.5104,0.6076,
0.4888,-0.5463,0.6802,
0.1934,-0.6566,-0.7290,
0.6522,-0.7515,-0.0995,
0.6085,-0.5104,-0.6076,
0.6522,-0.7515,0.0995,
0.1934,-0.6566,0.7290,
0.6085,-0.5104,0.6076,
0.2529,-0.9669,-0.0314,
0.7101,-0.5361,0.4563,
0.6522,-0.7515,-0.0995,
0.7101,-0.5361,-0.4563,
0.2529,-0.9669,0.0314,
0.6522,-0.7515,0.0995,
0.6522,-0.7515,-0.0995,
0.5406,-0.6332,0.5538,
0.4763,-0.8712,-0.1193,
0.5406,-0.6332,-0.5538,
0.6522,-0.7515,0.0995,
0.4763,-0.8712,0.1193,
0.7239,-0.0040,0.6899,
0.5406,-0.6332,0.5538,
0.7101,-0.5361,0.4563,
0.7239,-0.0040,-0.6899,
0.5406,-0.6332,-0.5538,
0.5867,-0.0070,-0.8097,
0.3210,-0.6883,0.6506,
0.7239,-0.0040,0.6899,
0.7101,-0.5361,0.4563,
0.7239,-0.0040,-0.6899,
0.3210,-0.6883,-0.6506,
0.7101,-0.5361,-0.4563,
0.3057,-0.0102,0.9521,
0.7207,0.5222,0.4559,
0.7239,-0.0040,0.6899,
0.7207,0.5222,-0.4559,
0.3057,-0.0102,-0.9521,
0.7239,-0.0040,-0.6899,
0.7207,0.5222,0.4559,
0.5867,-0.0070,0.8097,
0.7239,-0.0040,0.6899,
0.7207,0.5222,-0.4559,
0.5867,-0.0070,-0.8097,
0.5717,0.6258,-0.5306,
0.6644,0.7402,-0.1031,
0.5717,0.6258,0.5306,
0.7207,0.5222,0.4559,
0.6644,0.7402,0.1031,
0.5717,0.6258,-0.5306,
0.5253,0.8416,0.1257,
0.2311,0.9726,-0.0257,
0.7207,0.5222,0.4559,
0.3056,0.6821,0.6644,
0.2311,0.9726,0.0257,
0.7207,0.5222,-0.4559,
0.6644,0.7402,0.1031,
0.1803,0.6521,-0.7364,
0.6644,0.7402,-0.1031,
0.2311,0.9726,-0.0257,
0.1803,0.6521,0.7364,
0.6644,0.7402,0.1031,
0.6181,0.4956,0.6102,
0.6181,0.4956,-0.6102,
0.5253,0.8416,-0.1257,
0.6644,0.7402,-0.1031,
0.6181,0.4956,0.6102,
0.5253,0.8416,0.1257,
0.5148,0.5371,0.6682,
0.5998,-0.0028,-0.8001,
0.5148,0.5371,-0.6682,
0.6181,0.4956,-0.6102,
0.5998,-0.0028,0.8001,
0.5148,0.5371,0.6682,
0.4961,-0.0047,0.8682,
0.2456,-0.0118,-0.9693,
0.6181,0.4956,-0.6102,
0.1803,0.6521,-0.7364,
0.2456,-0.0118,0.9693,
0.6181,0.4956,0.6102,
0.5998,-0.0028,0.8001,
0.1803,0.6521,-0.7364,
0.2639,-0.0127,-0.9644,
0.2456,-0.0118,-0.9693,
0.1803,0.6521,0.7364,
0.2639,-0.0127,0.9644,
0.2224,0.6556,0.7216,
0.2311,0.9726,-0.0257,
0.2224,0.6556,-0.7216,
0.1803,0.6521,-0.7364,
0.2311,0.9726,0.0257,
0.2224,0.6556,0.7216,
0.3414,0.9389,0.0432,
0.3056,0.6821,0.6644,
0.3414,0.9389,-0.0432,
0.2311,0.9726,-0.0257,
0.3056,0.6821,-0.6644,
0.3414,0.9389,0.0432,
0.4647,0.6285,-0.6237,
0.3057,-0.0102,0.9521,
0.4647,0.6285,0.6237,
0.3056,0.6821,0.6644,
0.3057,-0.0102,-0.9521,
0.4647,0.6285,-0.6237,
0.3749,-0.0129,-0.9270,
0.3057,-0.0102,0.9521,
0.4641,-0.6366,0.6159,
0.3749,-0.0129,0.9270,
0.4641,-0.6366,-0.6159,
0.3057,-0.0102,-0.9521,
0.3749,-0.0129,-0.9270,
0.3210,-0.6883,0.6506,
0.3375,-0.9403,-0.0425,
0.4641,-0.6366,0.6159,
0.3375,-0.9403,0.0425,
0.3210,-0.6883,-0.6506,
0.4641,-0.6366,-0.6159,
0.2529,-0.9669,-0.0314,
0.2227,-0.6625,-0.7152,
0.3375,-0.9403,-0.0425,
0.2227,-0.6625,0.7152,
0.2529,-0.9669,0.0314,
0.3375,-0.9403,0.0425,
0.1934,-0.6566,-0.7290,
0.2639,-0.0127,-0.9644,
0.2227,-0.6625,-0.7152,
0.2639,-0.0127,0.9644,
0.1934,-0.6566,0.7290,
0.2227,-0.6625,0.7152,
0.9830,-0.0053,-0.1836,
0.2227,-0.6625,-0.7152,
0.2639,-0.0127,-0.9644,
0.2639,-0.0127,0.9644,
0.2227,-0.6625,0.7152,
0.9830,-0.0053,0.1836,
0.3375,-0.9403,-0.0425,
0.2227,-0.6625,-0.7152,
0.9830,-0.0053,-0.1836,
0.9830,-0.0053,0.1836,
0.2227,-0.6625,0.7152,
0.3375,-0.9403,0.0425,
0.9830,-0.0053,-0.1836,
0.4641,-0.6366,0.6159,
0.3375,-0.9403,-0.0425,
0.3375,-0.9403,0.0425,
0.4641,-0.6366,-0.6159,
0.9830,-0.0053,0.1836,
0.9830,-0.0053,-0.1836,
0.3749,-0.0129,0.9270,
0.4641,-0.6366,0.6159,
0.4641,-0.6366,-0.6159,
0.3749,-0.0129,-0.9270,
0.9830,-0.0053,0.1836,
0.9830,-0.0053,-0.1836,
0.4647,0.6285,0.6237,
0.3749,-0.0129,0.9270,
0.3749,-0.0129,-0.9270,
0.4647,0.6285,-0.6237,
0.9830,-0.0053,0.1836,
0.9830,-0.0053,-0.1836,
0.3414,0.9389,-0.0432,
0.4647,0.6285,0.6237,
0.4647,0.6285,-0.6237,
0.3414,0.9389,0.0432,
0.9830,-0.0053,0.1836,
0.9830,-0.0053,-0.1836,
0.2224,0.6556,-0.7216,
0.3414,0.9389,-0.0432,
0.3414,0.9389,0.0432,
0.2224,0.6556,0.7216,
0.9830,-0.0053,0.1836,
0.9830,-0.0053,-0.1836,
0.2639,-0.0127,-0.9644,
0.2224,0.6556,-0.7216,
0.2224,0.6556,0.7216,
0.2639,-0.0127,0.9644,
0.9830,-0.0053,0.1836,
0.6323,-0.7590,-0.1554,
0.2523,-0.9677,0.0000,
0.1529,-0.9752,-0.1596,
0.6323,-0.7590,0.1554,
0.2523,-0.9677,0.0000,
0.6316,-0.7753,0.0000,
0.6847,-0.6391,-0.3502,
0.1529,-0.9752,-0.1596,
0.1611,-0.8347,-0.5267,
0.6847,-0.6391,0.3502,
0.1529,-0.9752,0.1596,
0.6323,-0.7590,0.1554,
0.1977,-0.2579,-0.9457,
0.6847,-0.6391,-0.3502,
0.1611,-0.8347,-0.5267,
0.6847,-0.6391,0.3502,
0.1977,-0.2579,0.9457,
0.1611,-0.8347,0.5267,
0.2087,0.1003,-0.9728,
0.8000,-0.2264,-0.5557,
0.1977,-0.2579,-0.9457,
0.8000,-0.2264,0.5557,
0.2087,0.1003,0.9728,
0.1977,-0.2579,0.9457,
0.1565,0.2492,-0.9557,
0.8244,-0.0297,-0.5652,
0.2087,0.1003,-0.9728,
0.8244,-0.0297,0.5652,
0.1565,0.2492,0.9557,
0.2087,0.1003,0.9728,
0.3095,-0.3307,-0.8915,
0.7285,-0.5671,-0.3841,
0.9614,-0.2721,-0.0402,
0.7285,-0.5671,0.3841,
0.3095,-0.3307,0.8915,
0.9614,-0.2721,0.0402,
0.1970,-0.7849,-0.5875,
0.7285,-0.5671,-0.3841,
-0.0081,-0.9371,-0.3488,
0.1970,-0.7849,0.5875,
0.7285,-0.5671,0.3841,
0.7807,-0.3760,0.4991,
0.1970,-0.7849,-0.5875,
0.7598,-0.3188,-0.5665,
0.7807,-0.3760,-0.4991,
0.7598,-0.3188,0.5665,
0.1970,-0.7849,0.5875,
0.7807,-0.3760,0.4991,
0.2985,0.4434,-0.8451,
0.7598,-0.3188,-0.5665,
-0.1289,-0.4009,-0.9070,
0.2985,0.4434,0.8451,
0.7598,-0.3188,0.5665,
0.8756,-0.1448,0.4607,
0.2125,0.8291,-0.5170,
0.8756,-0.1448,-0.4607,
0.2985,0.4434,-0.8451,
0.2125,0.8291,0.5170,
0.8756,-0.1448,0.4607,
0.8578,-0.1833,0.4801,
0.1646,0.7847,-0.5976,
0.8578,-0.1833,-0.4801,
0.2125,0.8291,-0.5170,
0.1646,0.7847,0.5976,
0.8578,-0.1833,0.4801,
0.9512,0.0038,0.3085,
0.1646,0.7847,-0.5976,
0.9391,0.2166,-0.2666,
0.9512,0.0038,-0.3085,
0.9391,0.2166,0.2666,
0.1646,0.7847,0.5976,
0.9512,0.0038,0.3085,
0.2098,0.7680,0.6051,
0.9391,0.2166,-0.2666,
0.1751,0.9570,-0.2313,
0.2098,0.7680,-0.6051,
0.9391,0.2166,0.2666,
0.9734,0.1660,-0.1574,
0.1473,0.5468,0.8242,
0.9734,0.1660,0.1574,
0.2098,0.7680,0.6051,
0.1473,0.5468,-0.8242,
0.9734,0.1660,-0.1574,
0.9978,-0.0252,-0.0611,
0.2673,0.9636,0.0000,
0.9978,-0.0252,0.0611,
0.1473,0.5468,0.8242,
0.2673,0.9636,0.0000,
0.9978,-0.0252,-0.0611,
0.9966,-0.0827,0.0000,
0.9578,-0.1265,-0.2582,
0.9978,-0.0252,0.0611,
0.8856,-0.2836,-0.3678,
0.9578,-0.1265,0.2582,
0.9978,-0.0252,-0.0611,
0.9734,0.1660,-0.1574,
0.9578,-0.1265,-0.2582,
0.9391,0.2166,-0.2666,
0.9734,0.1660,0.1574,
0.9391,0.2166,0.2666,
0.9578,-0.1265,0.2582,
0.9734,0.1660,-0.1574,
0.9512,0.0038,-0.3085,
0.9767,-0.1541,-0.1490,
0.9750,0.0371,-0.2190,
0.9512,0.0038,0.3085,
0.9767,-0.1541,0.1490,
0.9391,0.2166,0.2666,
0.8578,-0.1833,-0.4801,
0.9750,0.0371,-0.2190,
0.9050,-0.3608,-0.2254,
0.8578,-0.1833,0.4801,
0.9750,0.0371,0.2190,
0.9512,0.0038,0.3085,
0.8756,-0.1448,-0.4607,
0.9050,-0.3608,-0.2254,
0.9257,-0.1192,-0.3588,
0.8756,-0.1448,0.4607,
0.9050,-0.3608,0.2254,
0.8578,-0.1833,0.4801,
0.7598,-0.3188,-0.5665,
0.9257,-0.1192,-0.3588,
0.8723,-0.1651,-0.4602,
0.7598,-0.3188,0.5665,
0.9257,-0.1192,0.3588,
0.8756,-0.1448,0.4607,
0.7807,-0.3760,-0.4991,
0.8723,-0.1651,-0.4602,
0.8156,-0.3895,-0.4279,
0.7807,-0.3760,0.4991,
0.8723,-0.1651,0.4602,
0.7598,-0.3188,0.5665,
0.7285,-0.5671,-0.3841,
0.8156,-0.3895,-0.4279,
0.8690,-0.3667,-0.3322,
0.7285,-0.5671,0.3841,
0.8156,-0.3895,0.4279,
0.7807,-0.3760,0.4991,
0.9614,-0.2721,-0.0402,
0.8690,-0.3667,-0.3322,
0.9549,-0.2548,0.1522,
0.9614,-0.2721,0.0402,
0.8690,-0.3667,0.3322,
0.7285,-0.5671,0.3841,
0.9549,-0.2548,0.1522,
0.9979,0.0643,0.0000,
0.9614,-0.2721,-0.0402,
0.9979,0.0643,0.0000,
0.9549,-0.2548,-0.1522,
0.9614,-0.2721,0.0402,
0.9978,-0.0252,0.0611,
0.9835,-0.1782,-0.0316,
0.8856,-0.2836,-0.3678,
0.9978,-0.0252,-0.0611,
0.9835,-0.1782,0.0316,
0.9966,-0.0827,0.0000,
0.9835,-0.1782,-0.0316,
0.9750,-0.2220,0.0000,
0.9703,-0.1350,0.2006,
0.9750,-0.2220,0.0000,
0.9835,-0.1782,0.0316,
0.9703,-0.1350,-0.2006,
0.9230,-0.3012,0.2393,
0.9750,-0.2220,0.0000,
0.9979,0.0643,0.0000,
0.9230,-0.3012,-0.2393,
0.9750,-0.2220,0.0000,
0.9703,-0.1350,-0.2006,
0.9237,-0.3784,0.0589,
0.6316,-0.7753,0.0000,
0.6323,-0.7590,-0.1554,
0.6316,-0.7753,0.0000,
0.9237,-0.3784,-0.0589,
0.6323,-0.7590,0.1554,
0.9388,-0.3186,-0.1307,
0.6323,-0.7590,-0.1554,
0.6847,-0.6391,-0.3502,
0.6323,-0.7590,0.1554,
0.9388,-0.3186,0.1307,
0.6847,-0.6391,0.3502,
0.9388,-0.3186,-0.1307,
0.8000,-0.2264,-0.5557,
0.9819,-0.1202,-0.1459,
0.9388,-0.3186,0.1307,
0.8000,-0.2264,0.5557,
0.6847,-0.6391,0.3502,
0.7974,0.1082,-0.5937,
0.9823,-0.0452,-0.1815,
0.8244,-0.0297,-0.5652,
0.9823,-0.0452,0.1815,
0.7974,0.1082,0.5937,
0.8244,-0.0297,0.5652,
0.9819,-0.1202,-0.1459,
0.8244,-0.0297,-0.5652,
0.9823,-0.0452,-0.1815,
0.8244,-0.0297,0.5652,
0.9819,-0.1202,0.1459,
0.9823,-0.0452,0.1815,
0.8795,-0.4759,0.0000,
0.9909,0.0063,-0.1341,
0.7519,-0.4292,-0.5003,
0.8795,-0.4759,0.0000,
0.9909,0.0063,0.1341,
1.0000,0.0000,0.0000,
0.9909,0.0063,-0.1341,
0.9994,-0.0341,0.0000,
0.9823,-0.0452,-0.1815,
0.9909,0.0063,0.1341,
0.9994,-0.0341,0.0000,
1.0000,0.0000,0.0000,
0.9819,-0.1202,-0.1459,
0.9994,-0.0341,0.0000,
0.8096,-0.5870,0.0000,
0.9819,-0.1202,0.1459,
0.9994,-0.0341,0.0000,
0.9823,-0.0452,0.1815,
0.3448,-0.1242,-0.9304,
0.4235,-0.6929,-0.5836,
0.7519,-0.4292,-0.5003,
0.4235,-0.6929,0.5836,
0.3448,-0.1242,0.9304,
0.7519,-0.4292,0.5003,
0.8002,-0.3412,-0.4931,
0.2804,-0.2353,-0.9306,
0.3448,-0.1242,-0.9304,
0.2804,-0.2353,0.9306,
0.8002,-0.3412,0.4931,
0.3448,-0.1242,0.9304,
0.2036,0.9490,0.2405,
0.8002,-0.3412,-0.4931,
0.8562,0.5166,0.0000,
0.2036,0.9490,-0.2405,
0.8002,-0.3412,0.4931,
0.1177,0.7688,0.6286,
0.5596,0.8287,0.0000,
0.8562,0.5166,0.0000,
0.6302,0.2898,0.7203,
0.5596,0.8287,0.0000,
0.8562,0.5166,0.0000,
0.2036,0.9490,-0.2405,
0.7519,-0.4292,-0.5003,
0.5011,-0.8654,0.0000,
0.8795,-0.4759,0.0000,
0.7519,-0.4292,0.5003,
0.5011,-0.8654,0.0000,
0.4235,-0.6929,0.5836,
0.4235,-0.6929,-0.5836,
0.8764,-0.4815,0.0000,
0.5011,-0.8654,0.0000,
0.4235,-0.6929,0.5836,
0.8764,-0.4815,0.0000,
0.7890,-0.5864,0.1833,
0.5596,0.8287,0.0000,
0.7815,0.5956,0.1857,
0.2036,0.9490,0.2405,
0.7815,0.5956,-0.1857,
0.5596,0.8287,0.0000,
0.2036,0.9490,-0.2405,
0.2036,0.9490,0.2405,
0.8047,0.4713,-0.3611,
0.1177,0.7688,-0.6286,
0.8047,0.4713,0.3611,
0.2036,0.9490,-0.2405,
0.1177,0.7688,0.6286,
0.8047,0.4713,-0.3611,
0.2804,-0.2353,-0.9306,
0.1177,0.7688,-0.6286,
0.8047,0.4713,0.3611,
0.2804,-0.2353,0.9306,
0.8364,-0.3147,0.4488,
0.2804,-0.2353,-0.9306,
0.7890,-0.5864,-0.1833,
0.4235,-0.6929,-0.5836,
0.7890,-0.5864,0.1833,
0.2804,-0.2353,0.9306,
0.4235,-0.6929,0.5836,
0.8364,-0.3147,-0.4488,
0.7815,0.5956,0.1857,
0.9875,0.1578,0.0000,
0.8364,-0.3147,0.4488,
0.7815,0.5956,-0.1857,
0.8047,0.4713,0.3611,
0.9875,0.1578,0.0000,
0.7890,-0.5864,-0.1833,
0.8364,-0.3147,-0.4488,
0.7890,-0.5864,0.1833,
0.9875,0.1578,0.0000,
0.8364,-0.3147,0.4488,
0.8562,0.5166,0.0000,
0.9614,-0.2721,-0.0402,
0.9979,0.0643,0.0000,
0.9614,-0.2721,0.0402,
0.8562,0.5166,0.0000,
0.9979,0.0643,0.0000,
0.8002,-0.3412,-0.4931,
0.6306,0.0387,-0.7751,
0.9614,-0.2721,-0.0402,
0.6306,0.0387,0.7751,
0.8002,-0.3412,0.4931,
0.9614,-0.2721,0.0402,
0.7519,-0.4292,-0.5003,
0.6306,0.0387,-0.7751,
0.3448,-0.1242,-0.9304,
0.7519,-0.4292,0.5003,
0.6306,0.0387,0.7751,
0.7447,0.1487,0.6507,
0.9909,0.0063,-0.1341,
0.7447,0.1487,-0.6507,
0.7519,-0.4292,-0.5003,
0.9909,0.0063,0.1341,
0.7447,0.1487,0.6507,
0.7974,0.1082,0.5937,
0.1209,0.3530,-0.9278,
0.7974,0.1082,-0.5937,
0.1565,0.2492,-0.9557,
0.1209,0.3530,0.9278,
0.7974,0.1082,0.5937,
0.7447,0.1487,0.6507,
0.1263,0.3435,-0.9306,
0.7447,0.1487,-0.6507,
0.1209,0.3530,-0.9278,
0.1263,0.3435,0.9306,
0.7447,0.1487,0.6507,
0.6306,0.0387,0.7751,
0.3095,-0.3307,-0.8915,
0.6306,0.0387,-0.7751,
0.1263,0.3435,-0.9306,
0.6306,0.0387,0.7751,
0.3095,-0.3307,0.8915,
0.1263,0.3435,0.9306,
0.8096,-0.5870,0.0000,
0.8386,-0.5273,0.1368,
0.9819,-0.1202,-0.1459,
0.8096,-0.5870,0.0000,
0.8386,-0.5273,-0.1368,
0.2732,-0.9619,0.0000,
0.9388,-0.3186,-0.1307,
0.8386,-0.5273,0.1368,
0.7712,0.0428,0.6351,
0.8386,-0.5273,-0.1368,
0.9388,-0.3186,0.1307,
0.7712,0.0428,-0.6351,
0.9237,-0.3784,0.0589,
0.7712,0.0428,0.6351,
0.7016,0.5798,0.4141,
0.7712,0.0428,-0.6351,
0.9237,-0.3784,-0.0589,
0.7016,0.5798,-0.4141,
0.9380,-0.3465,0.0000,
0.7016,0.5798,0.4141,
0.8293,0.5588,0.0000,
0.7016,0.5798,-0.4141,
0.9380,-0.3465,0.0000,
0.8293,0.5588,0.0000,
0.7016,0.5798,0.4141,
0.8459,0.5334,0.0000,
0.8293,0.5588,0.0000,
0.7016,0.5798,-0.4141,
0.8459,0.5334,0.0000,
0.8288,0.4750,-0.2958,
0.7016,0.5798,0.4141,
0.7299,0.1155,0.6738,
0.8288,0.4750,0.2958,
0.7299,0.1155,-0.6738,
0.7016,0.5798,-0.4141,
0.8288,0.4750,-0.2958,
0.7712,0.0428,0.6351,
0.4860,-0.7041,0.5177,
0.7299,0.1155,0.6738,
0.4860,-0.7041,-0.5177,
0.7712,0.0428,-0.6351,
0.7299,0.1155,-0.6738,
